–j
-38,-28,11,0
-49,19,-48,0
-35,-28,4,0
-40,14,-19,0
-42,-4,-21,0
-34,8,-6,0
-40,15,-19,0
-31,-15,14,0
-30,50,-16,0
-32,-2,26,41
-31,49,2,110
-35,13,27,149
-28,43,24,223
-37,27,33,306
-27,32,37,354
-28,37,35,366
-13,25,57,374
-17,51,40,364
2,17,73,363
-3,51,38,327
2,15,72,255
15,33,54,192
14,5,73,124
34,8,72,63
32,25,48,0
42,-31,105,0
48,16,56,0
40,-7,68,0
52,-29,89,0
45,-7,51,0
43,-44,86,0
49,-5,51,0
42,-1,33,0
36,-56,84,0
30,7,19,0
17,-37
,36,0
32,-38,63,0
13,-26,16,0
14,-75,63,0
16,-13,11,0
12,-86,54,8
13,-36,14,80
13,-24,-4,133
19,-103,60,204
17,-66,20,290
15,-63,31,346
13,-43,7,374
11,-84,41,382
6,-13,-7,378
9,-59,22,374
4,-29,7,357
6,-36,4,290
6,-43,16,219
1,3,-23,147
14,-53,35,68
5,9,-6,5
5,9,-14,0
5,-38,38,0
-8,8,0,0
-19,-15,2,0
-15,-31,30,0
-33,27,-35,0
-37,-36,15,0
-45,28,-45,0
-
43,-30,-5,0
-43,26,-35,0
-43,17,-38,0
-31,-16,8,0
-34,34,-32,0
-29,-10,18,0
-34,48,-17,0
-24,-4,33,48
-28,26,20,115
-39,36,8,151
-25,20,38,225
-36,47,15,308
-23,13,51,353
-28,56,21,367
-15,11,70,373
-16,61,26,363
-2,11,79,361
-2,59,36,316
8,6,86,249
14,44,39,188
12,26,50,113
32,-8,91,48
30,15,55,0
46,-28,104,0
50,7,70,0
40,-25,84,0
53,-13,73,0
48,7,44,0
45,-50,93,0
50,-28,76,0
36,-14,44,0
40,-44,77,0
25,-4,24,0

10,-51,54,0
27,-20,38,0
11,-52,40,0
17,-83,71,0
15,-6,0,0
17,-93,60,26
20,-73,43,94
15,-48,15,147
18,-78,44,220
15,-45,5,300
17,-86,44,352
12,-24,-8,376
10,-79,40,384
7,-10,-9,376
9,-71,33,374
6,-6,-9,348
4,-9,-18,266
11,-67,34,193
3,4,-24,118
16,-58,42,43
7,21,-22,0
3,-9,0,0
0,-22,28,0
-10,25,-18,0
-21,-31,19,0
-31,23,-20,0
-42,-26,0,0
-44,12,-19,0
-52,-14,-21,0
-39,-31,4,0
-40,33,-
46,0
-33,-26,8,0
-33,39,-31,0
-34,-12,13,0
-30,3,14,0
-38,39,-10,22
-25,3,32,89
-36,54,-4,136
-25,5,43,185
-34,58,7,268
-36,32,29,334
-24,29,40,362
-29,41,34,370
-13,24,59,367
-17,50,37,360
1,19,73,353
-4,51,39,282
11,7,86,222
14,41,40,156
23,-16,96,76
34,7,75,13
30,-3,69,0
50,-14,91,0
50,17,59,0
41,-40,97,0
52,2,57,0
46,1,47,0
48,-49,92,0
51,-12,59,0
3
2,-31,57,0
39,-28,61,0
31,6,24,0
16,-62,70,0
20,-10,18,0
16,-17,12,0
14,-76,65,0
13,-20,2,0
10,-71,42,49
17,-48,22,105
14,-71,36,165
19,-61,25,250
15,-60,17,329
17,-68,32,366
10,-40,6,378
11,-64,30,384
4,-16,-9,375
11,-69,35,366
4,-3,-16,312
8,-68,32,228
3,0,-20,166
3,-8,-15,87
16,-46,39,16
6,16,-17,0
3,-27,20,0
-3,2,4,0
-12,27,-26,0
-18,-35,28,0
-30,31,-33,0
-40,-36,12,0
-44,25,-39,0
-46,-28,-7,0
-38,-21,0,0
-4
0,25,-42,0
-33,-22,9,0
-32,36,-35,0
-31,-11,17,0
-31,20,5,0
-38,25,3,40
-27,17,24,106
-37,43,5,150
-24,16,40,212
-36,50,14,296
-25,11,49,349
-25,55,18,367
-16,13,68,369
-15,58,30,363
-17,37,51,361
2,30,64,330
-2,41,48,250
14,16,80,190
12,28,47,114
30,-10,92,43
32,17,51,0
33,-19,89,0
49,5,78,0
44,16,55,0
47,-47,100,0
51,9,47,0
43,-15,59,0
49,-35,83,0
36,-4,38,0
33,-48,68,0
35,-12,44,0
14,-40,46,0
26,-32,50,0
16,-
14,11,0
15,-77,64,0
15,-13,6,0
11,-37,18,32
17,-81,47,97
15,-40,11,152
18,-83,43,224
14,-45,8,303
17,-79,38,353
11,-35,0,374
10,-69,32,382
7,-22,0,376
5,-29,2,373
11,-53,28,348
2,-12,-18,264
10,-64,32,189
3,0,-19,117
14,-53,38,38
7,16,-17,0
4,-5,-3,0
2,-25,31,0
-8,23,-13,0
-21,-29,14,0
-30,18,-16,0
-43,-23,-7,0
-39,-34,14,0

-44,28,-47,0
-39,-31,3,0
-39,31,-44,0
-35,-24,3,0
-32,33,-26,0
-34,27,-26,0
-30,-1,14,0
-36,41,-11,37
-26,2,32,98
-36,54,0,141
-37,30,17,196
-27,29,31,284
-37,38,24,344
-23,24,44,364
-29,46,30,370
-12,21,63,365
-18,52,35,358
0,17,75,342
-2,52,38,267
10,7,88,207
15,40,38,141
12,8,65,68
35,5,79,8
31,0,66,0
38,-32,104,0
48,18,61,0
41,0,59,0
51,-40,96,0
48,6,45,0
40,-36,75,0
50,-18,66,0
32,-21,48,0
34,-59,77,0
33,4,
29,0
20,-14,27,0
30,-54,72,0
18,-11,8,0
12,-61,50,0
16,-36,28,0
8,-56,33,45
19,-65,32,103
12,-56,24,166
23,-73,33,241
12,-49,14,322
18,-76,35,361
8,-35,1,376
6,-55,19,382
11,-37,12,374
5,-41,8,369
11,-43,20,329
3,-24,-9,245
9,-50,26,180
3,-8,-13,100
8,-47,25,27
11,3,0,0
7,17,-17,0
8,-43,41,0
-12,28,-24,0
-24,-6,-5,0
-25,-8,8,0
-40,5,-27,0
-42,-37,11,0
-42,25,-36,0
-48,-26,-9,0
-39,17,-29,0
-41,-8,-14,0
-33,13,-8
,0
-30,40,-34,0
-32,-12,16,0
-31,46,-14,38
-29,2,28,98
-33,49,6,138
-33,17,30,195
-31,42,21,281
-35,27,37,345
-24,37,32,364
-29,35,43,368
-10,33,49,364
-17,39,48,358
4,29,66,340
2,50,41,273
4,13,79,207
17,36,47,149
15,-7,83,67
29,-8,93,3
33,15,52,0
43,-28,104,0
52,3,80,0
39,-21,74,0
53,-22,83,0
51,9,50,0
41,-49,84,0
51,-42,85,0
38,4,37,0
36,-59,78,0
37,
-22,53,0
12,-33,37,0
27,-45,58,0
10,-22,24,0
11,-72,61,0
19,-20,11,1
14,-80,45,73
18,-49,21,116
8,-64,32,184
17,-90,45,262
15,-44,8,336
19,-79,34,365
16,-37,9,379
10,-60,29,381
8,-32,6,373
4,-48,11,366
9,-30,9,318
4,-12,-15,230
9,-65,34,164
4,0,-21,90
11,-50,32,16
11,13,-10,0
3,-2,-3,0
1,-29,32,0
-9,20,-10,0
-23,-24,7,0
-24,11,-7,0
-44,-14,-7,0
-41,-33,15,0
-43,30,-47,0
-43,-33,-2,0

-38,32,-40,0
-41,-19,1,0
-33,28,-25,0
-34,32,-32,0
-32,-8,17,0
-33,48,-13,61
-26,-2,35,115
-35,56,-4,168
-26,8,38,230
-34,51,16,310
-30,17,47,355
-25,47,23,368
-24,26,56,370
-11,41,43,363
-15,33,58,355
3,38,55,316
-2,48,40,236
9,12,85,181
15,36,42,108
20,-10,92,30
35,20,53,0
32,0,64,0
50,-14,99,0
51,14,67,0
41,-37,87,0
55,-3,67,0
48,7,44,0
47,-54,91,0
44,11,39,0
32,-16,44,0
39,-46,7
0,0
23,-8,22,0
11,-54,58,0
21,-25,37,0
10,-45,37,0
17,-84,65,0
14,-14,4,28
17,-93,55,97
13,-28,9,137
12,-38,12,214
23,-94,46,297
13,-33,1,356
20,-89,42,374
11,-27,3,382
13,-69,33,378
4,-19,-7,373
10,-60,27,341
4,-15,-6,265
7,-55,20,189
6,-15,-6,120
6,-41,15,41
16,-48,38,0
8,13,-14,0
4,-42,39,0
0,-4,14,0
-20,-2,-10,0
-18,-36,24,0
-28,29,-25,0
-46,-32,6,0
-41,21,-31,0
-52,-21,-16,0
-4
0,10,-21,0
-45,0,-19,0
-35,-24,9,0
-29,39,-31,0
-37,-10,10,0
-31,42,-9,29
-32,6,22,97
-25,2,33,136
-34,56,-3,196
-25,6,43,269
-34,56,12,339
-25,8,51,360
-25,55,21,373
-21,19,63,366
-13,47,36,363
-9,25,66,346
3,44,49,288
-1,46,44,211
11,15,81,154
13,28,45,73
28,-8,91,7
37,12,70,0
32,-11,81,0
49,0,86,0
47,13,57,0
44,-45,97,0
53,-26,90,0
44,-5,49,0
48,-46,91,0
50,-2,56,0
32,-40,56,0
37
,-24,59,0
28,16,22,0
24,-67,73,0
19,-12,17,0
14,-75,56,0
12,-78,63,0
12,-13,0,56
19,-104,62,114
16,-18,0,175
19,-101,49,260
13,-34,6,327
17,-84,33,364
10,-39,8,377
5,-20,-7,381
16,-76,40,373
2,-12,-14,363
13,-65,38,301
3,-5,-23,218
12,-66,35,149
2,-2,-18,67
10,-52,29,0
10,11,-9,0
4,3,-10,0
6,-32,38,0
-5,16,-2,0
-24,-22,4,0
-26,8,-6,0
-32,30,-37,0
-38,-38,13,0
-44,33,-43,0
-45,-34,-3,0
-37,30,-40,0
-41,22,-38,0
-30,-19,11,0
-33,40,-31,0
-32,-14,18,0
-33,51,-18,70
-27,-4,3
5,120
-34,59,0,169
-30,8,34,236
-26,11,40,315
-35,53,12,358
-21,10,54,367
-27,60,23,369
-14,12,66,363
-16,54,31,353
-3,37,56,216
5,11,84,199
5,11,84,172
18,33,41,104
19,-8,90,28
34,0,87,0
31,5,61,0
35,-22,93,0
51,8,70,0
43,2,56,0
48,-40,100,0
49,10,45,0
40,-26,58,0
51,-28,79,0
34,-9,37,0
32,-58,71,0
35,0,41,0
24,2,16,0
32,-
67,80,0
21,3,3,0
12,-43,32,0
17,-59,49,0
15,-6,1,57
15,-95,54,111
19,-30,15,175
13,-87,39,255
17,-53,20,328
17,-64,19,366
17,-68,34,378
4,-28,1,382
14,-65,32,374
3,-16,-13,364
15,-64,41,301
1,-6,-24,220
4,-48,15,152
7,-20,1,80
3,-36,10,7
17,-51,41,0
7,18,-16,0
5,-43,38,0
2,-12,20,0
-23,2,-16,0
-20,-18,16,0
-27,27,-24,0
-46,-31,2,0
-41,20,-25,0
-53,-19,-19,0
-38,7,-19,0
-45,3,-23,0
-
35,-28,9,0
-29,42,-32,0
-38,-13,12,0
-30,43,-11,60
-35,6,22,113
-30,41,13,159
-36,27,19,230
-29,27,32,309
-36,41,24,360
-21,19,62,367
-10,18,59,364
-10,18,59,363
-17,53,38,355
2,20,76,310
4,40,50,243
0,27,69,177
18,25,56,116
11,4,72,41
26,-7,92,0
35,12,54,0
31,-7,74,0
51,-6,90,0
50,9,60,0
41,-41,95,0
53,5,58,0
44,-2,44,0
48,-48,94,0
52,-7,63,0
30,-34,49,0
39,-32,66,0
30,16,23,0
20,-
65,70,0
22,-10,21,0
12,-11,9,0
14,-88,69,0
10,-5,-6,67
13,-66,33,116
19,-63,40,184
12,-52,14,266
21,-87,43,333
16,-32,0,366
18,-96,51,378
4,-8,-15,380
17,-85,44,373
3,-5,-19,361
13,-71,45,293
2,0,-22,221
9,-66,33,151
4,-4,-17,77
2,-11,-16,0
18,-38,37,0
2,10,-15,0
0,-32,22,0
-5,10,1,0
-16,25,-28,0
-19,-37,27,0
-31,32,-35,0
-42,-39,11,0
-42,32,-42,0
-47,-33,-6,0
-37,-21,-1,0
-42,28,-42
,0
-31,-25,13,0
-31,44,-35,0
-31,-17,21,1
-32,55,-17,88
-30,-6,36,127
-31,60,-1,187
-32,7,36,260
-33,47,19,330
-33,23,38,361
-23,3,57,369
-26,65,19,368
-15,10,67,363
-17,57,32,346
-2,17,74,286
1,48,42,218
5,17,80,157
17,28,48,88
11,22,51,15
34,-7,89,0
32,10,57,0
35,-14,87,0
50,0,76,0
43,4,54,0
48,-42,100,0
51,10,45,0
41,-19,55,0
50,-32,86,0
34,-6,31,0
3
2,-57,65,0
35,-2,45,0
9,-46,48,0
30,-69,84,0
20,5,0,0
11,-41,26,0
16,-62,53,26
8,-28,7,89
15,-98,57,130
17,-28,14,211
15,-89,36,291
16,-52,22,352
17,-62,18,372
16,-70,36,382
4,-24,-5,377
16,-75,38,374
3,-7,-19,342
16,-71,47,264
2,2,-30,190
14,-68,42,116
2,2,-27,42
2,-29,1,0
15,-20,24,0
7,18,-17,0
5,-44,36,0
-10,25,-17,0
-22,-34,16,0
-20,-24,23,0
-39,22,-35,0
-38,-33,10,0
-46,29,-46,0
-40,-37,0,0
-38,38,-43,0
-45
,9,-28,0
-29,-7,5,0
-39,32,-25,0
-28,-8,18,12
-29,41,-7,97
-38,10,18,132
-29,38,17,196
-39,31,15,277
-29,21,37,339
-35,47,17,362
-22,13,53,373
-29,61,24,366
-11,9,66,362
-16,60,32,337
3,13,79,276
-2,55,39,204
10,7,84,144
19,17,63,72
13,12,64,0
37,-2,82,0
36,16,55,0
40,-22,101,0
49,7,61,0
42,-7,60,0
51,-32,100,0
45,2,39,0
40,-40,72,0
50,-8,65,0
42,14,27,0

35,-70,85,0
31,19,21,0
18,-15,20,0
29,-59,79,0
16,-1,0,0
13,-78,54,0
15,-27,25,50
11,-68,31,111
16,-59,38,161
16,-54,14,247
19,-90,48,318
17,-25,-8,367
20,-104,58,379
