˜iŠb‚j
0,17,24,3
-3,16,16,8
-8,26,15,13
-12,24,2,7
-15,16,5,6
-11,14,16,3
-8,-2,18,12
-4,-10,25,25
1,-25,35,20
10,-33,3
9,15
9,-46,53,15
16,-39,48,19
22,-47,53,21
13,-25,47,24
10,-25,34,31
2,6,28,36
5,9,26,32
-4,17,18,24
-7,30,12,34
-13,22,8,25
-15,20,7,25
-11,10,18,21
-9,-11,24,7
-4,-7,27,3
6,-32,37,14
2,-35,39,14
13,-30,42,20
15,-57,56,8
14,-25,46,3
11,-38,52,1
8,-20,39,3
7,-4,31,0
1,1,34,0
-5,22,16,3
-8,21,16,2
-9,30,15,21
-21,22,0,4
-16,22,11,3
-13,5,16,12
-8,-3,24,14
0,-9,35,20
-4,-33,37,15
10,-26,37,14
13,-53,55,9
8,-38,4
8,20
17,-35,54,22
8,-25,40,24
10,-5,33,31
3,-4,34,37
-5,17,21,42
-6,25,19,25
-12,20,14,34
-14,33,4,17
-16,12,10,31
-13,10,20,21
-5,-13,25,5
-5,-16,28,9
9,-27,40,9
8,-39,43,7
13,-33,43,8
18,-47,60,6
16,-30,43,3
12,-25,45,3
10,-13,37,0
4,-3,30,1
-1,11,28,6
-5,18,13,15
-10,28,15,13
-15,22,3,9
-16,12,8,3
-9,12,17,6
-11,4,17,15
-2,-14,27,27
2,-32,36,22
12,-
35,40,27
12,-48,55,17
16,-42,49,25
21,-45,54,26
11,-22,45,32
10,-20,31,32
2,11,28,39
2,12,23,36
-6,21,17,26
-10,29,7,38
-14,18,7,21
-13,21,8,22
-10,3,18,15
-6,-13,30,2
-3,-13,32,5
7,-34,35,18
7,-37,44,14
12,-43,49,15
17,-51,54,5
14,-29,49,3
12,-31,43,6
6,-3,28,3
4,-1,30,3
0,8,30,3
-6,23,17,6
-10,23,16,24
-10,31,8,7
-20,19,4,0
-16,19,16,4
-12,1,18,7
-6,-4,27,28
0,-12,36,18
-3,-35,36
,18
11,-26,40,15
13,-54,57,7
18,-23,45,27
17,-35,51,18
8,-21,37,33
7,0,33,36
0,8,24,34
-7,19,18,38
-8,27,17,28
-17,25,5,14
-16,30,5,30
-14,10,13,25
-11,7,19,13
-4,-2,23,3
-3,-22,32,8
9,-29,40,12
8,-44,44,19
14,-35,43,13
19,-47,58,3
15,-28,44,0
11,-20,40,9
8,-8,35,0
3,2,27,1
-1,15,25,2
-6,19,12,9
-10,18,11,29
-10,30,6,8
-16,12,8,2
-11,10,18,2
-8,0,17,2
