™C!r‚‚J0.19	-0.22
0.00	0.19	-0.22
0.03	0.16	-0.22
0.03	0.19	-0.22
0.03	0.19	-0.19
0.00	0.19	-0.16
0.03	0.19	-0.22
0.03	0.19	-0.19
0.03	0.16	-0.22
0.03	0.19	-0.19
0.03	0.19	-0.22
0.03	0.19	-0.22
0.00	0.19	-0.19
0.03	0.19	-0.19
0.03	0.16	-0.22
0.00	0.19	-0.22
0.00	0.16	-0.22
0.03	0.19	-0.19
0.03	0.19	-0.22
0.00	0.19	-0.22
0.03	0.19	-0.22
0.03	0.19	-0.19
0.00	0.19	-0.25
0.03	0.19	-0.19
0.03	0.19	-0.22
0.00	0.19	-0.22
0.03	0.16	-0.19
0.03	0.16	-0.25
0.00	0.19	-0.22
0.03	0.19	-0.19
0.00	0.19	-0.19
0.00	0.19	-0.22
0.03	0.19	-0.22
0.00	0.19	-0.19
0.00	0.19	-0.22
0.00	0.19	-0.19
0.00	0.19	-0.22
0.00	0.19	-0.19
0.03	0.16	-0.19
0.03	0.19	-0.19
0.00	0.19	-0.16
0.03	0.16	-0.22
0.03	0.19	-0.19
0.03	0.19	-0.19
0.03	0.19	-0.19
0.03	0.16	-0.19
0.00	0.19	-0.25
0.00	0.19	-0.19
0.03	0.19	-0.25
0.03	0.19	-0.19
0.03	0.16	-0.22
0.00	0.19	-0.19
0.03	0.19	-0.22
0.00	0.16	-0.22
0.03	0.1
9	-0.19
0.00	0.19	-0.22
0.00	0.19	-0.22
0.03	0.19	-0.22
0.00	0.16	-0.19
0.00	0.19	-0.22
0.00	0.19	-0.22
0.00	0.19	-0.19
0.03	0.19	-0.16
0.03	0.16	-0.19
0.00	0.19	-0.19
0.03	0.19	-0.19
0.03	0.19	-0.19
0.00	0.16	-0.19
0.00	0.19	-0.19
0.03	0.19	-0.19
0.00	0.19	-0.22
0.03	0.16	-0.22
0.00	0.19	-0.19
0.00	0.19	-0.19
0.03	0.16	-0.22
0.0
3	0.19	-0.19
0.03	0.19	-0.19
0.00	0.19	-0.19
0.00	0.19	-0.19
0.00	0.16	-0.19
0.03	0.19	-0.19
0.03	0.16	-0.19
0.03	0.16	-0.19
0.00	0.19	-0.22
0.00	0.19	-0.19
0.00	0.19	-0.19
0.03	0.16	-0.19
0.00	0.19	-0.19
0.03	0.19	-0.22
0.03	0.19	-0.19
0.00	0.19	-0.22
0.00	0.19	-0.19
0.03	0.19	-0.22
0.03	0.16	-0.19
0.00	0.19	-0.22
0.03	0.19	-0.19
0.00	0.19	-0.19
0.00	0.16	-0.16
0.00	0.19	-0.22
0.00	0.22	-0.19
0.00	0.19	-0.19
0.03	0.16
	-0.19
0.00	0.19	-0.22
0.03	0.16	-0.16
0.03	0.19	-0.19
0.00	0.19	-0.22
0.00	0.16	-0.22
0.03	0.16	-0.19
0.00	0.19	-0.16
0.03	0.16	-0.19
0.03	0.19	-0.19
0.03	0.19	-0.19
0.00	0.19	-0.19
0.00	0.19	-0.19
0.00	0.16	-0.19
0.00	0.16	-0.19
0.03	0.16	-0.19
0.00	0.16	-0.19
0.03	0.16	-0.22
0.03	0.19	-0.19
0.03	0.16	-0.19
0.03	0.16	-0.22
0.00	0.19	-0.19
0.03	0.19	-0.19
0.
03	0.19	-0.22
0.00	0.19	-0.22
0.03	0.19	-0.16
0.00	0.19	-0.19
0.03	0.19	-0.22
0.03	0.16	-0.22
0.03	0.16	-0.19
0.00	0.19	-0.22
0.00	0.19	-0.22
0.00	0.19	-0.22
0.03	0.19	-0.22
0.03	0.19	-0.22
0.03	0.19	-0.19
0.03	0.16	-0.19
0.00	0.19	-0.22
0.03	0.16	-0.19
0.00	0.19	-0.22
0.03	0.19	-0.19
0.00	0.19	-0.16
0.03	0.19	-0.22
0.03	0.19	-0.19
0.03	0.19	-0.22
